Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,Unnamed: 0
6.0,little,3384,furniture/equipment,3.0,male,kaggle,little,rent,bad,44,335.0
12.0,,3527,car,3.0,male,kaggle,,own,good,45,940.0
18.0,,1473,radio/TV,2.0,male,kaggle,little,own,good,39,400.0
6.0,,,car,2.0,female,kaggle,little,own,good,37,515.0
10.0,,2848,car,2.0,male,kaggle,moderate,own,good,32,916.0
9.0,rich,1126,radio/TV,2.0,male,kaggle,moderate,own,good,49,502.0
12.0,moderate,3617,furniture/equipment,2.0,male,kaggle,little,rent,good,28,768.0
15.0,,3343,furniture/equipment,2.0,male,kaggle,little,free,good,28,857.0
12.0,little,1620,furniture/equipment,2.0,female,kaggle,little,own,good,30,441.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
18.0,little,2124,furniture/equipment,2.0,female,kaggle,little,rent,bad,24,761.0
24.0,,3105,radio/TV,2.0,male,kaggle,,own,good,25,534.0
48.0,little,3931,car,2.0,male,kaggle,little,free,bad,46,814.0
36.0,little,8065,education,3.0,female,kaggle,little,own,bad,25,771.0
18.0,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,801.0
15.0,moderate,2631,repairs,1.0,female,kaggle,moderate,own,good,25,691.0
24.0,little,2924,car,2.0,male,kaggle,little,own,good,63,465.0
18.0,,1126,radio/TV,2.0,female,kaggle,,rent,good,21,386.0
18.0,little,3190,radio/TV,2.0,female,kaggle,little,own,,24,521.0
18.0,,1820,car,3.0,male,kaggle,little,own,good,30,390.0
,,,car,1.0,male,kaggle,little,rent,good,48,22.0
12.0,,2331,radio/TV,2.0,male,kaggle,,own,good,49,356.0
12.0,little,2171,car,1.0,male,kaggle,little,own,good,38,892.0
21.0,moderate,3976,furniture/equipment,2.0,male,kaggle,,own,good,35,845.0
24.0,,7814,car,3.0,male,kaggle,little,own,good,38,880.0
24.0,little,915,car,2.0,female,kaggle,,own,bad,29,240.0
12.0,,996,repairs,2.0,female,kaggle,,own,good,23,550.0
24.0,moderate,5743,education,2.0,female,kaggle,little,free,good,24,340.0
24.0,moderate,11328,vacation/others,3.0,male,kaggle,little,own,bad,29,431.0
6.0,,1238,education,3.0,male,kaggle,,own,good,36,473.0
36.0,rich,3913,radio/TV,2.0,male,kaggle,little,own,good,23,217.0
24.0,moderate,4736,furniture/equipment,1.0,female,kaggle,little,own,bad,25,911.0
9.0,,2301,furniture/equipment,2.0,female,kaggle,moderate,rent,good,22,795.0
15.0,,3029,car,2.0,male,kaggle,little,own,good,33,749.0
18.0,moderate,1301,radio/TV,1.0,male,kaggle,little,own,good,32,498.0
9.0,moderate,1154,radio/TV,1.0,male,kaggle,little,own,good,37,957.0
36.0,moderate,14318,car,3.0,male,kaggle,little,free,bad,57,378.0
24.0,rich,3617,furniture/equipment,,male,kaggle,,rent,good,20,93.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
12.0,,1493,radio/TV,2.0,female,kaggle,little,own,good,34,638.0
12.0,rich,1297,radio/TV,2.0,male,kaggle,little,rent,good,23,660.0
24.0,little,2483,furniture/equipment,2.0,male,kaggle,quite rich,own,good,22,743.0
24.0,moderate,1837,education,1.0,female,kaggle,little,free,bad,34,602.0
18.0,little,1940,radio/TV,3.0,male,kaggle,little,free,good,36,876.0
12.0,moderate,1103,radio/TV,2.0,male,kaggle,little,own,good,29,696.0
72.0,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,677.0
30.0,little,3857,car,3.0,male,kaggle,little,own,good,40,996.0
48.0,moderate,14421,business,2.0,male,kaggle,little,own,bad,25,63.0
24.0,moderate,3878,car,2.0,male,kaggle,moderate,own,good,37,284.0
24.0,moderate,7758,car,2.0,female,kaggle,rich,rent,good,29,153.0
48.0,,3609,business,2.0,female,kaggle,little,own,good,27,667.0
60.0,little,7297,business,2.0,male,kaggle,little,rent,bad,36,973.0
12.0,,717,radio/TV,2.0,male,kaggle,little,own,good,52,246.0
24.0,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,676.0
40.0,little,5998,education,2.0,male,kaggle,little,own,bad,27,789.0
18.0,moderate,1056,car,2.0,male,kaggle,little,own,bad,30,580.0
12.0,little,1526,car,3.0,male,kaggle,little,free,good,66,75.0
30.0,moderate,2503,business,2.0,male,kaggle,moderate,own,good,41,703.0
9.0,moderate,1437,car,2.0,male,kaggle,moderate,own,,29,627.0
39.0,moderate,4933,radio/TV,2.0,male,kaggle,little,own,bad,25,780.0
21.0,little,2606,radio/TV,3.0,female,kaggle,little,rent,good,28,896.0
24.0,,3757,car,2.0,female,kaggle,little,free,good,62,487.0
18.0,moderate,1928,furniture/equipment,1.0,male,kaggle,little,own,bad,31,559.0
9.0,moderate,2118,radio/TV,1.0,male,kaggle,little,own,good,37,709.0
36.0,moderate,2862,car,2.0,male,kaggle,moderate,free,good,30,687.0
15.0,rich,2687,business,2.0,male,kaggle,little,rent,good,26,512.0
9.0,,1980,furniture/equipment,2.0,female,kaggle,little,rent,bad,19,633.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
24.0,,999,radio/TV,2.0,male,kaggle,,own,good,25,269.0
6.0,rich,1323,car,2.0,male,kaggle,moderate,own,good,28,499.0
6.0,little,1374,car,3.0,female,kaggle,,own,good,75,536.0
24.0,rich,3148,radio/TV,2.0,male,kaggle,,own,good,31,718.0
36.0,,10875,car,2.0,male,kaggle,little,own,good,45,854.0
42.0,little,7174,radio/TV,3.0,female,kaggle,,own,bad,30,116.0
24.0,little,2325,car,2.0,male,kaggle,moderate,own,good,32,740.0
12.0,,1101,car,2.0,male,kaggle,little,own,good,27,820.0
24.0,,937,education,1.0,male,kaggle,little,own,good,27,579.0
12.0,little,684,education,1.0,male,kaggle,little,rent,bad,40,649.0
36.0,,5842,car,2.0,male,kaggle,,own,good,35,415.0
24.0,,2375,business,2.0,male,kaggle,quite rich,own,good,44,830.0
12.0,moderate,2366,car,3.0,male,kaggle,quite rich,own,good,36,119.0
12.0,moderate,888,car,1.0,male,kaggle,little,own,bad,41,656.0
24.0,,3062,furniture/equipment,2.0,male,kaggle,quite rich,rent,good,32,794.0
24.0,,1393,car,2.0,male,kaggle,little,own,good,31,758.0
,,,,1.0,male,kaggle,,own,,49,
12.0,,1393,education,2.0,male,kaggle,little,own,good,47,635.0
18.0,moderate,3001,furniture/equipment,2.0,female,kaggle,little,rent,good,40,369.0
14.0,little,8978,car,3.0,male,kaggle,little,own,bad,45,268.0
,,,radio/TV,,,kaggle,,,good,,
15.0,,1569,radio/TV,1.0,male,kaggle,moderate,own,good,34,991.0
18.0,little,1940,radio/TV,3.0,male,kaggle,little,free,good,36,876.0
24.0,,2223,radio/TV,2.0,male,kaggle,moderate,own,good,52,773.0
48.0,,2751,car,2.0,male,kaggle,,own,good,38,787.0
24.0,,2284,radio/TV,2.0,male,kaggle,little,own,good,28,694.0
24.0,little,4870,car,2.0,male,kaggle,little,free,bad,53,4.0
9.0,,936,education,2.0,male,kaggle,quite rich,own,good,52,200.0
36.0,,7980,business,2.0,male,kaggle,,rent,bad,27,645.0
4.0,,601,furniture/equipment,1.0,female,kaggle,little,rent,good,23,837.0
12.0,,2279,radio/TV,2.0,male,kaggle,,free,good,37,681.0
30.0,moderate,4249,car,3.0,male,kaggle,little,own,bad,28,320.0
30.0,,3077,radio/TV,2.0,male,kaggle,,own,good,40,716.0
9.0,moderate,1082,radio/TV,1.0,male,kaggle,little,own,good,27,574.0
24.0,,,furniture/equipment,,,kaggle,,,good,,
18.0,little,1442,car,1.0,male,kaggle,little,free,bad,32,853.0
12.0,little,1289,furniture/equipment,1.0,male,kaggle,little,own,good,21,587.0
9.0,,1313,furniture/equipment,2.0,male,kaggle,little,own,good,20,428.0
24.0,moderate,5084,radio/TV,2.0,female,kaggle,,own,good,42,833.0
24.0,,5103,radio/TV,2.0,male,kaggle,little,free,good,47,683.0
4.0,,3380,car,2.0,female,kaggle,little,own,good,37,734.0
36.0,,4686,car,3.0,male,kaggle,little,free,good,32,511.0
24.0,,7393,car,,male,kaggle,little,own,good,43,971.0
24.0,,1516,radio/TV,1.0,female,kaggle,rich,own,good,43,399.0
24.0,,3430,radio/TV,2.0,male,kaggle,quite rich,own,good,31,19.0
36.0,moderate,9857,business,1.0,male,kaggle,moderate,own,good,31,684.0
45.0,,4746,radio/TV,1.0,male,kaggle,little,own,bad,25,35.0
18.0,little,1940,radio/TV,3.0,male,kaggle,little,free,good,36,876.0
18.0,moderate,1113,radio/TV,1.0,female,kaggle,little,own,good,26,524.0
18.0,,1817,furniture/equipment,2.0,female,kaggle,little,own,good,28,920.0
36.0,,,car,,,kaggle,,,bad,34,446.0
24.0,little,2996,furniture/equipment,2.0,male,kaggle,,own,bad,20,495.0
18.0,moderate,3612,furniture/equipment,2.0,female,kaggle,little,own,good,37,537.0
48.0,moderate,5381,vacation/others,0.0,male,kaggle,,free,good,40,310.0
,,,,3.0,female,kaggle,rich,rent,,57,
24.0,,1258,business,2.0,male,kaggle,little,own,good,25,245.0
20.0,moderate,6468,car,3.0,male,kaggle,,own,good,60,784.0
15.0,little,1403,car,2.0,female,kaggle,little,rent,good,28,14.0
24.0,moderate,6967,business,3.0,male,kaggle,moderate,rent,good,36,154.0
36.0,moderate,9398,car,3.0,male,kaggle,little,rent,bad,28,291.0
15.0,,1979,radio/TV,2.0,male,kaggle,,own,good,35,625.0
36.0,,4454,radio/TV,2.0,female,kaggle,little,own,good,34,910.0
24.0,little,3161,business,2.0,male,kaggle,little,rent,bad,31,914.0
48.0,little,6758,radio/TV,2.0,female,kaggle,little,own,bad,31,569.0
6.0,,1766,furniture/equipment,2.0,male,kaggle,little,rent,good,21,363.0
12.0,moderate,2028,car,2.0,male,kaggle,,own,good,30,421.0
24.0,,4139,business,1.0,male,kaggle,moderate,own,good,27,670.0
12.0,moderate,639,repairs,2.0,male,kaggle,little,own,bad,30,127.0
12.0,,3565,education,1.0,male,kaggle,,own,good,37,990.0
10.0,rich,1240,car,,,kaggle,moderate,free,bad,48,611.0
30.0,moderate,8386,furniture/equipment,2.0,male,kaggle,little,own,,49,980.0
24.0,,4591,business,3.0,male,kaggle,rich,own,bad,54,190.0
12.0,moderate,2969,furniture/equipment,2.0,female,kaggle,little,rent,bad,25,707.0
18.0,little,1936,radio/TV,1.0,male,kaggle,,rent,good,23,992.0
15.0,rich,1905,education,3.0,male,kaggle,little,rent,good,40,699.0
24.0,,4526,business,3.0,male,kaggle,little,own,good,74,606.0
36.0,,9572,business,2.0,male,kaggle,2552,own,bad,28,180.0
36.0,moderate,3804,radio/TV,2.0,female,kaggle,little,own,bad,42,301.0
12.0,moderate,2028,car,2.0,male,kaggle,,own,good,30,421.0
36.0,,7409,business,2.0,male,kaggle,,own,good,37,868.0
60.0,,15653,radio/TV,2.0,male,kaggle,little,own,good,21,637.0
6.0,moderate,484,radio/TV,1.0,male,kaggle,little,own,good,28,811.0
24.0,,,radio/TV,2.0,male,kaggle,,own,good,53,16.0
36.0,little,3959,furniture/equipment,3.0,male,kaggle,little,own,good,30,993.0
24.0,,2022,car,2.0,female,kaggle,little,own,good,37,546.0
30.0,moderate,4221,business,2.0,female,kaggle,little,own,good,28,658.0
24.0,little,2812,car,2.0,female,kaggle,,rent,good,26,770.0
12.0,,1258,furniture/equipment,1.0,female,kaggle,little,rent,good,22,797.0
14.0,moderate,1410,business,2.0,male,kaggle,quite rich,own,good,35,109.0
24.0,moderate,3069,furniture/equipment,2.0,male,kaggle,moderate,free,good,30,959.0
12.0,,1258,furniture/equipment,1.0,female,kaggle,little,rent,good,22,797.0
36.0,,2613,repairs,2.0,male,kaggle,little,own,good,27,225.0
18.0,,1453,radio/TV,2.0,female,kaggle,little,own,good,26,679.0
18.0,moderate,2899,car,2.0,,kaggle,,own,good,,
15.0,moderate,1264,car,2.0,male,kaggle,moderate,rent,bad,25,979.0
15.0,,975,furniture/equipment,,,kaggle,,,good,,690.0
18.0,,2515,furniture/equipment,2.0,male,kaggle,little,own,good,43,298.0
24.0,,2197,car,2.0,male,kaggle,,own,good,43,406.0
24.0,,4679,car,1.0,male,kaggle,little,own,good,35,469.0
12.0,little,1893,car,2.0,female,kaggle,little,own,good,29,954.0
24.0,moderate,1743,radio/TV,1.0,male,kaggle,little,own,good,48,989.0
42.0,little,4370,radio/TV,2.0,male,kaggle,little,own,bad,26,639.0
45.0,little,11816,business,2.0,male,kaggle,little,rent,bad,29,832.0
22.0,,2675,radio/TV,2.0,male,kaggle,quite rich,own,good,40,786.0
15.0,,1316,radio/TV,1.0,male,kaggle,quite rich,own,good,47,726.0
9.0,,2134,car,2.0,male,kaggle,little,own,good,48,20.0
18.0,moderate,3872,repairs,2.0,female,kaggle,little,own,good,67,779.0
15.0,,2708,furniture/equipment,1.0,male,kaggle,little,own,good,27,132.0
12.0,,2859,car,3.0,male,kaggle,,own,good,38,
36.0,,7409,business,2.0,male,kaggle,,own,good,37,868.0
24.0,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,904.0
24.0,little,6568,business,1.0,male,kaggle,little,own,good,21,208.0
24.0,,2872,radio/TV,2.0,male,kaggle,moderate,own,good,36,160.0
9.0,moderate,276,car,1.0,male,kaggle,little,rent,good,22,309.0
30.0,rich,qwretryet,radio/TV,1.0,male,kaggle,,own,good,49,956.0
4.0,,1455,car,1.0,male,kaggle,little,own,good,42,
36.0,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,877.0
18.0,moderate,1113,radio/TV,1.0,female,kaggle,little,own,good,26,524.0
,,,,2.0,male,kaggle,little,rent,,26,489.0
36.0,moderate,2337,radio/TV,2.0,male,kaggle,little,own,good,36,98.0
12.0,little,3590,furniture/equipment,1.0,male,kaggle,little,own,good,29,874.0
24.0,,4151,furniture/equipment,2.0,male,kaggle,moderate,own,good,35,253.0
9.0,moderate,1919,furniture/equipment,2.0,male,kaggle,little,rent,good,35,103.0
24.0,moderate,2333,furniture/equipment,1.0,male,kaggle,,own,good,29,50.0
11.0,,7228,car,1.0,male,kaggle,little,own,good,39,48.0
24.0,,4151,furniture/equipment,2.0,male,kaggle,moderate,own,good,35,253.0
9.0,little,2799,car,2.0,male,kaggle,little,rent,good,36,586.0
9.0,moderate,1437,car,2.0,male,kaggle,moderate,own,bad,29,627.0
36.0,moderate,3804,radio/TV,2.0,female,kaggle,little,own,bad,42,301.0
,,,,2.0,male,kaggle,moderate,own,bad,24,706.0
14.0,,802,car,1.0,male,kaggle,little,own,good,27,403.0
12.0,little,1228,car,1.0,female,kaggle,little,own,bad,24,722.0
48.0,moderate,7582,vacation/others,3.0,male,kaggle,moderate,free,good,31,287.0
12.0,little,900,car,2.0,male,kaggle,,own,bad,,661.0
48.0,moderate,15672,business,2.0,male,kaggle,little,own,bad,23,887.0
12.0,,2759,furniture/equipment,2.0,male,kaggle,little,own,good,34,452.0
36.0,,8947,car,3.0,male,kaggle,,own,good,31,895.0
24.0,,2346,car,2.0,male,kaggle,,own,good,35,654.0
24.0,,7814,car,3.0,male,kaggle,little,own,good,38,880.0
15.0,little,1845,furniture/equipment,2.0,female,kaggle,little,rent,good,46,
12.0,little,1858,furniture/equipment,2.0,female,kaggle,little,rent,good,22,623.0
18.0,,4165,business,2.0,male,kaggle,little,own,bad,36,827.0
36.0,little,3249,car,3.0,male,kaggle,little,free,good,39,392.0
18.0,little,5302,car,3.0,male,kaggle,little,free,good,36,262.0
30.0,little,2522,radio/TV,2.0,male,kaggle,little,own,good,39,239.0
30.0,little,6187,car,2.0,male,kaggle,moderate,rent,good,24,43.0
12.0,,976,radio/TV,2.0,male,kaggle,,own,good,35,803.0
9.0,moderate,1082,radio/TV,1.0,male,kaggle,little,own,good,27,574.0
15.0,little,1053,,,male,kaggle,little,,,27,407.0
18.0,little,750,education,0.0,female,kaggle,little,own,bad,27,640.0
36.0,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,877.0
,,,,,,kaggle,,,good,37,564.0
10.0,,1418,car,1.0,male,kaggle,moderate,rent,good,35,488.0
12.0,,,furniture/equipment,,,kaggle,,,good,55,448.0
10.0,moderate,,furniture/equipment,1.0,male,kaggle,little,own,good,31,339.0
6.0,little,860,car,2.0,female,kaggle,little,own,good,39,146.0
12.0,rich,1881,radio/TV,1.0,female,kaggle,little,rent,good,44,139.0
24.0,moderate,1965,car,2.0,female,kaggle,,rent,good,42,591.0
6.0,moderate,2063,radio/TV,3.0,male,kaggle,little,rent,good,30,937.0
24.0,moderate,3069,furniture/equipment,2.0,male,kaggle,moderate,free,good,30,
18.0,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,659.0
24.0,,1516,radio/TV,1.0,female,kaggle,rich,own,good,43,399.0
9.0,moderate,5129,car,3.0,female,kaggle,little,free,bad,74,186.0
30.0,,7596,car,2.0,male,kaggle,,own,good,63,715.0
18.0,,2051,radio/TV,2.0,male,kaggle,little,own,good,33,608.0
18.0,little,7511,car,2.0,male,kaggle,,free,bad,51,796.0
21.0,rich,2319,education,2.0,male,kaggle,little,rent,bad,33,535.0
12.0,moderate,951,furniture/equipment,2.0,female,kaggle,moderate,rent,bad,27,197.0
42.0,rich,4796,car,2.0,male,kaggle,little,free,good,56,293.0
30.0,little,3108,furniture/equipment,1.0,male,kaggle,little,own,bad,31,766.0
18.0,,1473,radio/TV,2.0,male,kaggle,little,own,good,39,400.0
12.0,,1768,furniture/equipment,1.0,male,kaggle,little,rent,good,24,122.0
27.0,,5117,business,2.0,male,kaggle,little,own,good,26,202.0
12.0,little,1082,car,2.0,male,kaggle,little,own,bad,48,835.0
48.0,little,6143,car,1.0,female,kaggle,little,free,bad,58,44.0
24.0,little,,furniture/equipment,2.0,male,kaggle,little,own,good,28,338.0
6.0,,672,car,0.0,female,kaggle,little,own,good,54,300.0
24.0,rich,3749,furniture/equipment,2.0,female,kaggle,little,own,good,26,312.0
10.0,,1546,car,1.0,male,kaggle,little,own,good,31,
6.0,moderate,433,education,2.0,female,kaggle,rich,rent,bad,24,721.0
36.0,,6304,business,2.0,male,kaggle,,own,good,36,266.0
18.0,little,2473,furniture/equipment,0.0,male,kaggle,little,own,bad,25,364.0
36.0,,10875,car,2.0,male,kaggle,little,own,good,45,854.0
45.0,moderate,3031,radio/TV,2.0,male,kaggle,moderate,rent,bad,21,194.0
15.0,moderate,1308,repairs,1.0,male,kaggle,little,own,good,38,641.0
48.0,moderate,5951,radio/TV,2.0,female,kaggle,little,own,bad,22,1.0
12.0,moderate,1155,radio/TV,1.0,male,kaggle,little,own,good,40,765.0
18.0,,1800,radio/TV,2.0,male,kaggle,little,own,good,24,698.0
6.0,,1595,radio/TV,2.0,male,kaggle,little,own,good,51,241.0
9.0,,3577,car,2.0,male,kaggle,moderate,rent,good,26,859.0
21.0,little,2606,radio/TV,3.0,female,kaggle,little,rent,good,28,896.0
12.0,little,2121,car,2.0,male,kaggle,little,own,good,30,125.0
6.0,little,343,domestic appliances,2.0,female,kaggle,little,own,good,27,458.0
27.0,moderate,2528,business,2.0,female,kaggle,little,own,good,32,704.0
30.0,,1867,radio/TV,2.0,male,kaggle,,own,good,58,928.0
6.0,moderate,14555,car,0.0,male,kaggle,,own,bad,23,236.0
36.0,,3349,furniture/equipment,3.0,female,kaggle,little,own,bad,28,603.0
6.0,moderate,1050,furniture/equipment,3.0,male,kaggle,little,own,good,35,663.0
24.0,,5103,radio/TV,2.0,male,kaggle,little,free,good,47,683.0
21.0,little,1602,car,2.0,male,kaggle,little,own,good,30,825.0
24.0,moderate,4351,furniture/equipment,1.0,female,kaggle,,own,good,48,317.0
24.0,rich,947,car,2.0,male,kaggle,little,free,bad,38,648.0
9.0,moderate,458,radio/TV,2.0,male,kaggle,little,own,good,24,39.0
10.0,little,2315,radio/TV,1.0,male,kaggle,little,own,good,52,84.0
9.0,moderate,2118,radio/TV,1.0,male,kaggle,little,own,good,37,709.0
20.0,little,2235,car,2.0,male,kaggle,little,rent,bad,33,850.0
60.0,,13756,car,3.0,male,kaggle,,free,good,63,373.0
24.0,little,1193,car,0.0,female,kaggle,little,,bad,29,972.0
12.0,little,3590,furniture/equipment,1.0,male,kaggle,little,own,good,29,874.0
36.0,,9055,education,1.0,male,kaggle,,free,good,35,5.0
24.0,little,1199,car,1.0,male,kaggle,little,own,bad,60,13.0
18.0,,1943,repairs,2.0,female,kaggle,little,own,bad,23,842.0
36.0,moderate,2323,radio/TV,2.0,male,kaggle,little,rent,good,24,101.0
24.0,,1851,radio/TV,2.0,male,kaggle,little,own,good,33,643.0
60.0,,10144,radio/TV,2.0,female,kaggle,moderate,own,good,21,134.0
14.0,little,8978,car,3.0,male,kaggle,little,own,bad,45,268.0
9.0,little,1366,radio/TV,2.0,female,kaggle,little,rent,bad,22,922.0
18.0,moderate,3590,business,0.0,male,kaggle,little,own,good,40,
27.0,moderate,2520,radio/TV,1.0,male,kaggle,quite rich,own,bad,23,966.0
24.0,rich,1925,furniture/equipment,2.0,male,kaggle,little,own,good,26,248.0
12.0,,2292,business,3.0,male,kaggle,little,own,bad,42,412.0
9.0,,2301,furniture/equipment,2.0,female,kaggle,moderate,rent,good,22,795.0
27.0,,5117,business,2.0,male,kaggle,little,own,good,26,202.0
12.0,moderate,2762,furniture/equipment,2.0,female,kaggle,,own,bad,25,424.0
24.0,,1525,car,2.0,female,kaggle,rich,own,good,34,327.0
18.0,little,976,car,1.0,female,kaggle,little,own,bad,23,751.0
15.0,,3186,car,2.0,female,kaggle,rich,rent,good,20,420.0
12.0,moderate,1534,radio/TV,2.0,male,kaggle,little,rent,bad,23,540.0
15.0,,1520,furniture/equipment,2.0,male,kaggle,,own,good,63,283.0
18.0,,1817,furniture/equipment,2.0,female,kaggle,little,own,good,28,920.0
12.0,rich,2247,car,2.0,female,kaggle,little,own,good,36,362.0
,,,,,,,,,,,
54.0,moderate,15945,business,2.0,male,kaggle,little,,bad,58,95.0
15.0,moderate,6850,car,3.0,male,kaggle,moderate,own,bad,34,507.0
36.0,moderate,12389,car,2.0,male,kaggle,,free,bad,37,563.0
27.0,,4526,furniture/equipment,1.0,male,kaggle,rich,own,good,32,863.0
12.0,little,1108,repairs,2.0,male,kaggle,little,own,bad,28,89.0
,,,,2.0,male,kaggle,little,own,,52,486.0
24.0,,1516,radio/TV,1.0,female,kaggle,rich,own,good,43,399.0
12.0,,1935,furniture/equipment,2.0,male,kaggle,little,own,good,43,206.0
36.0,little,3249,car,3.0,male,kaggle,little,free,good,39,392.0
36.0,,7678,furniture/equipment,2.0,female,kaggle,quite rich,own,good,40,870.0
36.0,little,2348,furniture/equipment,2.0,male,kaggle,little,own,good,46,397.0
24.0,little,3161,business,2.0,male,kaggle,little,rent,bad,31,914.0
6.0,little,609,car,2.0,female,kaggle,little,own,good,37,515.0
12.0,,618,radio/TV,2.0,male,kaggle,little,own,good,56,90.0
6.0,,1740,radio/TV,2.0,male,kaggle,little,rent,good,30,960.0
30.0,,7485,car,3.0,female,kaggle,,own,bad,53,175.0
24.0,little,3123,car,2.0,female,kaggle,little,own,bad,27,500.0
18.0,little,976,car,1.0,female,kaggle,little,own,bad,23,751.0
12.0,moderate,7472,car,0.0,female,kaggle,,rent,good,24,804.0
12.0,,2331,radio/TV,2.0,male,kaggle,,own,good,49,356.0
9.0,rich,1126,radio/TV,2.0,,kaggle,,own,good,49,502.0
18.0,moderate,3872,repairs,2.0,female,kaggle,little,own,good,67,779.0
33.0,,2764,business,2.0,female,kaggle,little,own,good,26,468.0
9.0,,936,education,2.0,male,kaggle,quite rich,own,good,52,200.0
48.0,,2751,car,2.0,male,kaggle,,own,good,38,787.0
6.0,,4716,car,,,kaggle,,,good,,693.0
